word,splits,translation
人,"['その', '人', 'に', 'は', '会っ', 'i met that person']",i met that person
に,"['人', 'に', '会っ', 'meet people']",meet people
は,"['人', 'は', '会っ', 'people meet']",people meet
二,"['二', '回', '会っ', 'met twice']",met twice
回,"['二', '回', '会っ', 'met twice']",met twice
会っ,"['人', '回', '会っ', 'た', '。', 'met people']",met people
た,"['会っ', 'た', 'met']",met
兄,"['兄', 'は', 'い', 'brother yes']",brother yes
は,"['兄', 'は', 'い', 'brother yes']",brother yes
二,"['二', '階', 'い', 'two floors']",two floors
階,"['二', '階', 'に', 'い', 'on the second floor']",on the second floor
に,"['階', 'に', 'い', 'on the floor']",on the floor
い,"['兄', '階', 'い', 'ます', '。', 'I have an older brother.']",I have an older brother.
ます,"['い', 'ます', 'is']",is
彼,"['彼', 'は', '締め', 'he tightens']",he tightens
は,"['彼', 'は', '締め', 'he tightens']",he tightens
シート,"['シート', 'ベルト', '締め', 'seat belt tightener']",seat belt tightener
ベルト,"['シート', 'ベルト', 'を', '締め', 'fasten your seat belt']",fasten your seat belt
を,"['ベルト', 'を', '締め', 'tighten your belt']",tighten your belt
締め,"['彼', 'ベルト', '締め', 'た', '。', 'He fastened his belt.']",He fastened his belt.
た,"['締め', 'た', 'tightened']",tightened
彼,"['彼', 'は', '締め', 'he tightens']",he tightens
は,"['彼', 'は', '締め', 'he tightens']",he tightens
最後,"['最後', 'に', '締め', 'close at the end']",close at the end
に,"['最後', 'に', '締め', 'close at the end']",close at the end
ネクタイ,"['ネクタイ', 'を', '締め', 'tie up']",tie up
を,"['ネクタイ', 'を', '締め', 'tie up']",tie up
締め,"['彼', '最後', 'ネクタイ', '締め', 'まし', 'た', '。', 'He finally tightened his tie.']",He finally tightened his tie.
まし,"['締め', 'まし', 'Closing']",Closing
た,"['締め', 'た', 'tightened']",tightened
ここ,"['ここ', 'の', '料理', 'まずい', 'Bad food here']",Bad food here
の,"['ここ', 'の', '料理', 'まずい', 'Bad food here']",Bad food here
料理,"['ここ', '料理', 'は', 'まずい', 'the food here is bad']",the food here is bad
は,"['料理', 'は', 'まずい', 'the food is bad']",the food is bad
まずい,"['料理', 'まずい', '。', 'Poor cooking.']",Poor cooking.
あの,"['あの', '店', 'ラーメン', 'まずい', 'Ramen at that store is bad']",Ramen at that store is bad
店,"['あの', 'の', '店', 'ラーメン', 'まずい', 'Ramen at that store is bad']",Ramen at that store is bad
の,"['の', '店', 'ラーメン', 'まずい', 'shop ramen tastes bad']",shop ramen tastes bad
ラーメン,"['店', 'ラーメン', 'は', 'まずい', 'shop ramen is bad']",shop ramen is bad
は,"['ラーメン', 'は', 'まずい', 'ramen is bad']",ramen is bad
すごく,"['すごく', 'まずい', 'very bad']",very bad
まずい,"['ラーメン', 'すごく', 'まずい', 'です', 'よ', '。', 'Ramen is so bad.']",Ramen is so bad.
です,"['まずい', 'です', ""it's bad""]",it's bad
よ,"['まずい', 'よ', ""it's bad""]",it's bad
私,"['私', 'は', '読め', 'i read']",i read
は,"['私', 'は', '読め', 'i read']",i read
平仮名,"['平仮名', 'を', '読め', 'read hiragana']",read hiragana
を,"['平仮名', 'を', '読め', 'read hiragana']",read hiragana
全部,"['全部', '読め', 'read all']",read all
読め,"['私', '平仮名', '全部', '読め', 'ます', '。', 'I can read all hiragana.']",I can read all hiragana.
ます,"['読め', 'ます', 'can read']",can read
妹,"['妹', 'は', '覚え', 'my sister remembers']",my sister remembers
は,"['妹', 'は', '覚え', 'my sister remembers']",my sister remembers
平仮名,"['平仮名', 'を', '全部', '覚え', 'memorize all hiragana']",memorize all hiragana
を,"['平仮名', 'を', '全部', '覚え', 'memorize all hiragana']",memorize all hiragana
全部,"['平仮名', '全部', '覚え', 'Memorize all hiragana']",Memorize all hiragana
覚え,"['妹', '全部', '覚え', 'まし', 'た', '。', 'I remember all my sisters.']",I remember all my sisters.
まし,"['覚え', 'まし', 'Remember']",Remember
た,"['覚え', 'た', 'remembered']",remembered
明日,"['明日', 'は', '曇る', 'it will be cloudy tomorrow']",it will be cloudy tomorrow
は,"['明日', 'は', '曇る', 'it will be cloudy tomorrow']",it will be cloudy tomorrow
昼,"['昼', '曇る', 'daytime cloudy']",daytime cloudy
頃,"['頃', 'から', '曇る', 'cloudy from time to time']",cloudy from time to time
から,"['頃', 'から', '曇る', 'cloudy from time to time']",cloudy from time to time
曇る,"['明日', '昼', '頃', '曇る', 'でしょう', '。', 'It will be cloudy around noon tomorrow.']",It will be cloudy around noon tomorrow.
でしょう,"['曇る', 'でしょう', 'it will be cloudy']",it will be cloudy
今日,"['今日', 'は', '曇っ', ""it's cloudy today""]",it's cloudy today
は,"['今日', 'は', '曇っ', ""it's cloudy today""]",it's cloudy today
朝,"['朝', 'から', '曇っ', 'cloudy from morning']",cloudy from morning
から,"['朝', 'から', '曇っ', 'cloudy from morning']",cloudy from morning
空,"['空', 'が', '曇っ', 'the sky is cloudy']",the sky is cloudy
が,"['空', 'が', '曇っ', 'the sky is cloudy']",the sky is cloudy
曇っ,"['今日', '朝', '空', '曇っ', 'て', '。', ""It's cloudy this morning.""]",It's cloudy this morning.
て,"['曇っ', 'て', 'いる', 'It is cloudy']",It is cloudy
いる,"['曇っ', 'て', 'いる', 'It is cloudy']",It is cloudy
絵,"['絵', 'に', '触ら', 'touch the picture']",touch the picture
に,"['絵', 'に', '触ら', 'touch the picture']",touch the picture
触ら,"['絵', '触ら', 'ない', 'で', '。', ""don't touch the picture""]",don't touch the picture
ない,"['触ら', 'ない', 'do not touch']",do not touch
で,"['触ら', 'で', 'ください', 'please touch me']",please touch me
ください,"['触ら', 'で', 'ください', 'please touch me']",please touch me
汚い,"['汚い', '手', '触ら', 'dirty hands']",dirty hands
手,"['汚い', '手', 'で', '触ら', 'touched with dirty hands']",touched with dirty hands
で,"['手', 'で', '触ら', 'touched by hand']",touched by hand
赤ちゃん,"['赤ちゃん', 'に', '触ら', 'touch baby']",touch baby
に,"['赤ちゃん', 'に', '触ら', 'touch baby']",touch baby
触ら,"['手', 'で', '赤ちゃん', '触ら', 'ない', '。', ""Don't touch the baby with your hands.""]",Don't touch the baby with your hands.
ない,"['触ら', 'ない', 'do not touch']",do not touch
で,"['で', '触ら', 'touched by']",touched by
彼,"['彼', 'は', '男', 'he is a man']",he is a man
は,"['彼', 'は', '男', 'he is a man']",he is a man
駄目,"['駄目', 'な', '男', 'bad man']",bad man
な,"['駄目', 'な', '男', 'bad man']",bad man
男,"['彼', '駄目', '男', 'だ', '。', 'He is a useless man.']",He is a useless man.
だ,"['男', 'だ', 'man']",man
そんな,"['そんな', 'こと', 'し', '駄目', ""don't do that""]",don't do that
こと,"['そんな', 'こと', 'し', '駄目', ""don't do that""]",don't do that
し,"['こと', 'し', 'たら', '駄目', 'do nothing']",do nothing
たら,"['し', 'たら', '駄目', ""you can't""]",you can't
駄目,"['し', '駄目', 'だ', 'よ', '。', ""You can't do it.""]",You can't do it.
だ,"['駄目', 'だ', 'It is useless']",It is useless
よ,"['駄目', 'よ', 'no']",no
何,"['何', 'か', '飲み物', '欲しい', 'i want something to drink']",i want something to drink
か,"['何', 'か', '飲み物', '欲しい', 'i want something to drink']",i want something to drink
飲み物,"['何', '飲み物', 'が', '欲しい', 'what drink do you want']",what drink do you want
が,"['飲み物', 'が', '欲しい', 'i want a drink']",i want a drink
欲しい,"['飲み物', '欲しい', 'な', '。', 'I want a drink']",I want a drink
な,"['欲しい', 'な', 'I want']",I want
冷たい,"['冷たい', '飲み物', 'ください', 'cold drink please']",cold drink please
飲み物,"['冷たい', '飲み物', 'を', 'ください', 'give me a cold drink']",give me a cold drink
を,"['飲み物', 'を', 'ください', 'give me a drink']",give me a drink
ください,"['飲み物', 'ください', '。', 'drink please']",drink please
木曜,"['木曜', '日', '休み', 'thursday off']",thursday off
日,"['木曜', '日', 'は', '休み', 'thursday is off']",thursday is off
は,"['日', 'は', '休み', 'day off']",day off
仕事,"['仕事', 'が', '休み', 'work is off']",work is off
が,"['仕事', 'が', '休み', 'work is off']",work is off
休み,"['日', '仕事', '休み', 'です', '。', 'I have a day off from work.']",I have a day off from work.
です,"['休み', 'です', 'Break time']",Break time
木曜,"['木曜', '日', '時', '会社', 'あり', 'There is a company on Thursday']",There is a company on Thursday
日,"['木曜', '日', 'の', '時', '会社', 'あり', 'company on thursday']",company on thursday
の,"['日', 'の', '時', '会社', 'あり', 'There is a day time company']",There is a day time company
３,"['３', '時', '会社', 'あり', ""There is a company at 3 o'clock""]",There is a company at 3 o'clock
時,"['日', '３', '時', 'から', '会社', 'あり', ""There is a company from 3 o'clock on Sundays""]",There is a company from 3 o'clock on Sundays
から,"['時', 'から', '会社', 'あり', 'company since time immemorial']",company since time immemorial
会社,"['時', '会社', 'で', 'あり', 'time company']",time company
で,"['会社', 'で', 'あり', 'is a company']",is a company
ミーティング,"['ミーティング', 'が', 'あり', 'I have a meeting']",I have a meeting
が,"['ミーティング', 'が', 'あり', 'I have a meeting']",I have a meeting
あり,"['会社', 'ミーティング', 'あり', 'ます', '。', 'I have a company meeting.']",I have a company meeting.
ます,"['あり', 'ます', 'I have']",I have
曜日,"['曜日', 'を', '間違え', 'wrong day of the week']",wrong day of the week
を,"['曜日', 'を', '間違え', 'wrong day of the week']",wrong day of the week
間違え,"['曜日', '間違え', 'まし', 'た', '。', 'I got the day wrong.']",I got the day wrong.
まし,"['間違え', 'まし', 'I made a mistake']",I made a mistake
た,"['間違え', 'た', 'have mistaken']",have mistaken
ミーティング,"['ミーティング', 'は', '日', 'meeting day']",meeting day
は,"['ミーティング', 'は', '日', 'meeting day']",meeting day
何曜,"['何曜', '日', 'What day of the week']",What day of the week
日,"['ミーティング', '何曜', '日', 'です', 'か', '。', 'What day is the meeting?']",What day is the meeting?
です,"['日', 'です', ""it's day""]",it's day
か,"['日', 'か', 'day']",day
そば,"['そば', 'に', 'い', 'next to me']",next to me
に,"['そば', 'に', 'い', 'next to me']",next to me
い,"['そば', 'い', 'て', '。', 'Stand by me.']",Stand by me.
て,"['い', 'て', 'ください', 'stay here']",stay here
ください,"['い', 'て', 'ください', 'stay here']",stay here
駅,"['駅', 'の', 'そば', 'ある', 'さん', 'おいしい', 'Eki no soba is delicious']",Eki no soba is delicious
の,"['駅', 'の', 'そば', 'ある', 'さん', 'おいしい', 'Eki no soba is delicious']",Eki no soba is delicious
そば,"['駅', 'そば', 'に', 'ある', 'さん', 'おいしい', 'San Oishii near the station']",San Oishii near the station
に,"['そば', 'に', 'ある', 'さん', 'おいしい', 'Soba naru san is delicious']",Soba naru san is delicious
ある,"['そば', 'ある', 'さん', 'おいしい', 'Soba Arusan is delicious']",Soba Arusan is delicious
古い,"['古い', 'さん', 'おいしい', 'old man delicious']",old man delicious
お,"['お', 'さん', 'おいしい', 'Osan is delicious']",Osan is delicious
寿司,"['寿司', 'さん', 'おいしい', 'sushi is delicious']",sushi is delicious
屋,"['屋', 'さん', 'おいしい', 'shop delicious']",shop delicious
さん,"['ある', '古い', 'お', '寿司', '屋', 'さん', 'は', 'おいしい', 'A certain old sushi restaurant is delicious.']",A certain old sushi restaurant is delicious.
は,"['さん', 'は', 'おいしい', 'is delicious']",is delicious
おいしい,"['さん', 'おいしい', 'です', 'よ', '。', ""It's delicious.""]",It's delicious.
です,"['おいしい', 'です', ""it's delicious""]",it's delicious
よ,"['おいしい', 'よ', 'delicious']",delicious
こっち,"['こっち', 'に', '来', 'come over here']",come over here
に,"['こっち', 'に', '来', 'come over here']",come over here
来,"['こっち', '来', 'て', '。', 'come over here']",come over here
て,"['来', 'て', 'ください', 'Please come']",Please come
ください,"['来', 'て', 'ください', 'Please come']",Please come
こっち,"['こっち', 'を', '向い', 'turn this way']",turn this way
を,"['こっち', 'を', '向い', 'turn this way']",turn this way
向い,"['こっち', '向い', 'て', '。', 'Look over here.']",Look over here.
て,"['向い', 'て', 'ください', 'turn to me']",turn to me
ください,"['向い', 'て', 'ください', 'turn to me']",turn to me
火曜,"['火曜', '日', 'あり', 'Available on Tuesdays']",Available on Tuesdays
日,"['火曜', '日', 'に', 'あり', 'is on tuesday']",is on tuesday
に,"['日', 'に', 'あり', 'there is a day']",there is a day
会議,"['会議', 'が', 'あり', 'I have a meeting']",I have a meeting
が,"['会議', 'が', 'あり', 'I have a meeting']",I have a meeting
あり,"['日', '会議', 'あり', 'ます', '。', 'I have a daily meeting.']",I have a daily meeting.
ます,"['あり', 'ます', 'I have']",I have
火曜,"['火曜', '日', 'あり', 'Available on Tuesdays']",Available on Tuesdays
日,"['火曜', '日', 'は', 'あり', 'yes on tuesday']",yes on tuesday
は,"['日', 'は', 'あり', 'there is a day']",there is a day
日本,"['日本', '語', '授業', 'あり', 'Japanese class available']",Japanese class available
語,"['日本', '語', 'の', '授業', 'あり', 'Japanese class available']",Japanese class available
の,"['語', 'の', '授業', 'あり', 'language classes available']",language classes available
授業,"['語', '授業', 'が', 'あり', 'there is a language class']",there is a language class
が,"['授業', 'が', 'あり', 'I have a class']",I have a class
あり,"['日', '授業', 'あり', 'ます', '。', 'We have daily classes.']",We have daily classes.
ます,"['あり', 'ます', 'I have']",I have
喉,"['喉', 'が', '渇き', 'thirsty']",thirsty
が,"['喉', 'が', '渇き', 'thirsty']",thirsty
渇き,"['喉', '渇き', 'まし', 'た', '。', ""I'm thirsty.""]",I'm thirsty.
まし,"['渇き', 'まし', 'thirsty']",thirsty
た,"['渇き', 'た', 'thirsty']",thirsty
今日,"['今日', 'は', '暑い', '渇き', 'hot thirst today']",hot thirst today
は,"['今日', 'は', '暑い', '渇き', 'hot thirst today']",hot thirst today
暑い,"['今日', '暑い', 'の', '、', '渇き', 'hot today, thirsty']","hot today, thirsty"
の,"['暑い', 'の', 'で', '渇き', ""thirsty because it's hot""]",thirsty because it's hot
で,"['暑い', 'の', 'で', '渇き', ""thirsty because it's hot""]",thirsty because it's hot
すごく,"['すごく', '喉', '渇き', 'very thirsty']",very thirsty
喉,"['すごく', '喉', 'が', '渇き', 'very thirsty']",very thirsty
が,"['喉', 'が', '渇き', 'thirsty']",thirsty
渇き,"['暑い', '喉', '渇き', 'ます', '。', 'Hot thirst.']",Hot thirst.
ます,"['渇き', 'ます', 'get thirsty']",get thirsty
彼女,"['彼女', 'は', '母親', 'she is a mother']",she is a mother
は,"['彼女', 'は', '母親', 'she is a mother']",she is a mother
三,"['三', '人', '子供', '母親', 'mother of three children']",mother of three children
人,"['三', '人', 'の', '子供', '母親', 'mother of three children']",mother of three children
の,"['人', 'の', '子供', '母親', 'child mother']",child mother
子供,"['人', 'の', '子供', '母親', 'child mother']",child mother
の,"['の', '子供', '母親', 'child mother of']",child mother of
母親,"['彼女', '子供', '母親', 'だ', '。', 'she is the mother of the child']",she is the mother of the child
だ,"['母親', 'だ', 'mother']",mother
息子,"['息子', 'は', '歳', 'son is old']",son is old
は,"['息子', 'は', '歳', 'son is old']",son is old
今,"['今', '、', '歳', 'age now']",age now
三,"['三', '歳', 'Three years old']",Three years old
歳,"['息子', '今', '三', '歳', 'です', '。', 'My son is now three years old.']",My son is now three years old.
です,"['歳', 'です', ""I'm old""]",I'm old
水曜,"['水曜', '日', 'あり', 'Wednesday']",Wednesday
日,"['水曜', '日', 'は', 'あり', 'yes on wednesday']",yes on wednesday
は,"['日', 'は', 'あり', 'there is a day']",there is a day
バイト,"['バイト', 'が', 'あり', 'there is a byte']",there is a byte
が,"['バイト', 'が', 'あり', 'there is a byte']",there is a byte
あり,"['日', 'バイト', 'あり', 'ます', '。', 'I have a day part-time job.']",I have a day part-time job.
ます,"['あり', 'ます', 'I have']",I have
水曜,"['水曜', '日', '終わり', 'end of wednesday']",end of wednesday
日,"['水曜', '日', 'は', '終わり', 'wednesday is over']",wednesday is over
は,"['日', 'は', '終わり', 'the day is over']",the day is over
１,"['１', '半', '終わり', 'end of half']",end of half
時,"['時', '半', '終わり', 'half past midnight']",half past midnight
半,"['１', '時', '半', 'に', '終わり', 'finish at 1:30']",finish at 1:30
に,"['半', 'に', '終わり', 'half finished']",half finished
学校,"['学校', 'が', '終わり', 'school is over']",school is over
が,"['学校', 'が', '終わり', 'school is over']",school is over
終わり,"['日', '半', '学校', '終わり', 'ます', '。', 'School is over for half a day.']",School is over for half a day.
ます,"['終わり', 'ます', 'finish']",finish
ソフト,"['ソフト', 'クリーム', 'つ', 'soft serve ice cream']",soft serve ice cream
クリーム,"['ソフト', 'クリーム', 'を', 'つ', 'soft serve ice cream']",soft serve ice cream
を,"['クリーム', 'を', 'つ', 'cream']",cream
二,"['二', 'つ', 'two']",two
つ,"['クリーム', '二', 'つ', 'ください', '。', 'Two creams, please.']","Two creams, please."
ください,"['つ', 'ください', 'please']",please
テーブル,"['テーブル', 'の', '上', 'つ', 'あり', 'table top']",table top
の,"['テーブル', 'の', '上', 'つ', 'あり', 'table top']",table top
上,"['テーブル', '上', 'に', 'つ', 'あり', 'on the table']",on the table
に,"['上', 'に', 'つ', 'あり', 'There is one on top']",There is one on top
ケーキ,"['ケーキ', 'が', 'つ', 'あり', 'there is cake']",there is cake
が,"['ケーキ', 'が', 'つ', 'あり', 'there is cake']",there is cake
二,"['二', 'つ', 'あり', 'there are two']",there are two
つ,"['上', 'ケーキ', '二', 'つ', 'あり', 'There are two top cakes']",There are two top cakes
あり,"['つ', 'あり', 'ます', '。', 'There are two.']",There are two.
ます,"['あり', 'ます', 'I have']",I have
今晩,"['今晩', 'の', 'パーティー', '何時', 'what time is the party tonight']",what time is the party tonight
の,"['今晩', 'の', 'パーティー', '何時', 'what time is the party tonight']",what time is the party tonight
パーティー,"['今晩', 'パーティー', 'は', '何時', 'what time is the party tonight']",what time is the party tonight
は,"['パーティー', 'は', '何時', 'what time is the party']",what time is the party
何時,"['パーティー', '何時', 'か', 'です', '。', 'What time is the party?']",What time is the party?
から,"['何時', 'から', 'From what time']",From what time
です,"['何時', 'です', 'What time is it']",What time is it
か,"['何時', 'か', 'what time']",what time
今晩,"['今晩', '、', '行き', 'go tonight']",go tonight
飲み,"['飲み', 'に', '行き', 'go drink']",go drink
に,"['飲み', 'に', '行き', 'go drink']",go drink
行き,"['今晩', '飲み', '行き', 'ませ', 'ん', 'か', '。', 'Would you like to go out for a drink tonight?']",Would you like to go out for a drink tonight?
ませ,"['行き', 'ませ', ""don't go""]",don't go
ん,"['行き', 'ん', 'to go']",to go
か,"['行き', 'か', 'go']",go
千,"['千', '円', '貸し', '1,000 yen lending']","1,000 yen lending"
円,"['千', '円', '貸し', '1,000 yen lending']","1,000 yen lending"
貸し,"['円', '貸し', 'て', '。', 'Lend me some yen.']",Lend me some yen.
て,"['貸し', 'て', 'ください', 'Please lend']",Please lend
ください,"['貸し', 'て', 'ください', 'Please lend']",Please lend
その,"['その', '学校', '以上', 'いる', 'more than that school']",more than that school
学校,"['その', '学校', 'に', 'は', '以上', 'いる', 'there are more than that in that school']",there are more than that in that school
に,"['学校', 'に', '以上', 'いる', 'more than at school']",more than at school
は,"['学校', 'は', '以上', 'いる', 'school is over']",school is over
生徒,"['生徒', 'が', '以上', 'いる', 'have more than one student']",have more than one student
が,"['生徒', 'が', '以上', 'いる', 'have more than one student']",have more than one student
千,"['千', '以上', 'いる', 'there are over a thousand']",there are over a thousand
人,"['人', '以上', 'いる', 'there are more than']",there are more than
以上,"['学校', '生徒', '千', '人', '以上', 'いる', 'more than 1,000 school students']","more than 1,000 school students"
いる,"['以上', 'いる', '。', 'There are more.']",There are more.
六,"['六', '前', '帰っ', 'six months ago']",six months ago
日,"['日', '前', '帰っ', 'Day before']",Day before
前,"['六', '日', '前', 'に', '帰っ', 'six days ago']",six days ago
に,"['前', 'に', '帰っ', 'go back before']",go back before
日本,"['に', '日本', '帰っ', 'returned to Japan on']",returned to Japan on
に,"['に', '日本', '帰っ', 'returned to Japan on']",returned to Japan on
帰っ,"['前', '日本', '帰っ', 'て', 'まし', 'た', '。', 'I was back in Japan before.']",I was back in Japan before.
て,"['帰っ', 'て', 'き', 'come back']",come back
き,"['帰っ', 'て', 'き', 'come back']",come back
まし,"['帰っ', 'まし', ""I'm back""]",I'm back
た,"['帰っ', 'た', 'Went back']",Went back
今日,"['今日', '日', 'は', 'today is']",today is
は,"['今日', '日', 'は', 'today is']",today is
五,"['日', '五', 'day five']",day five
月,"['日', '月', 'sun and moon']",sun and moon
六,"['日', '六', 'day six']",day six
日,"['日', '五', '月', '六', 'Sun May 6']",Sun May 6
水曜,"['日', '水曜', 'Sundays and Wednesdays']",Sundays and Wednesdays
日,"['今日', '日', '水曜', 'です', '。', 'Today is Wednesday.']",Today is Wednesday.
です,"['日', 'です', ""it's day""]",it's day
昨日,"['昨日', '、', '会っ', 'met yesterday']",met yesterday
あなた,"['あなた', 'の', '姉さん', '会っ', 'i met your sister']",i met your sister
の,"['あなた', 'の', '姉さん', '会っ', 'i met your sister']",i met your sister
お,"['お', '姉さん', '会っ', 'I met your sister']",I met your sister
姉さん,"['あなた', 'お', '姉さん', 'に', '会っ', 'meet your sister']",meet your sister
に,"['姉さん', 'に', '会っ', 'meet my sister']",meet my sister
会っ,"['昨日', 'た', '姉さん', '会っ', 'よ', '。', 'I met my sister yesterday.']",I met my sister yesterday.
た,"['た', '会っ', 'met']",met
よ,"['会っ', 'よ', 'see you']",see you
あなた,"['あなた', 'の', '姉さん', '優しい', 'your sister is kind']",your sister is kind
の,"['あなた', 'の', '姉さん', '優しい', 'your sister is kind']",your sister is kind
お,"['お', '姉さん', '優しい', 'sister kind']",sister kind
姉さん,"['あなた', 'お', '姉さん', 'は', '優しい', 'your sister is kind']",your sister is kind
は,"['姉さん', 'は', '優しい', 'sister is kind']",sister is kind
優しい,"['姉さん', '優しい', 'です', 'ね', '。', 'Your sister is kind.']",Your sister is kind.
です,"['優しい', 'です', 'are kind']",are kind
ね,"['優しい', 'ね', 'You are kind']",You are kind
クーラー,"['クーラー', 'は', '直り', 'the cooler is fixed']",the cooler is fixed
は,"['クーラー', 'は', '直り', 'the cooler is fixed']",the cooler is fixed
まだ,"['まだ', '直り', 'still fixed']",still fixed
直り,"['クーラー', 'まだ', '直り', 'ませ', 'ん', '。', 'Cooler still not fixed.']",Cooler still not fixed.
ませ,"['直り', 'ませ', 'fix it']",fix it
ん,"['直り', 'ん', 'Naorin']",Naorin
この,"['この', 'プリンター', '直り', 'fix this printer']",fix this printer
プリンター,"['この', 'プリンター', '、', '直り', 'this printer is fixed']",this printer is fixed
直り,"['プリンター', '直り', 'ます', 'か', '。', 'Can you fix the printer?']",Can you fix the printer?
ます,"['直り', 'ます', 'heal']",heal
か,"['直り', 'か', 'Is it fixed']",Is it fixed
ちょっと,"['ちょっと', 'だけ', '待っ', 'wait a minute']",wait a minute
だけ,"['ちょっと', 'だけ', '待っ', 'wait a minute']",wait a minute
待っ,"['ちょっと', '待っ', 'て', '。', 'Wait a second.']",Wait a second.
て,"['待っ', 'て', 'い', 'waiting']",waiting
い,"['待っ', 'て', 'い', 'waiting']",waiting
て,"['待っ', 'て', 'ください', 'please wait']",please wait
ください,"['待っ', 'て', 'ください', 'please wait']",please wait
もう,"['もう', 'ちょっと', '入れ', 'put a little more']",put a little more
ちょっと,"['もう', 'ちょっと', '入れ', 'put a little more']",put a little more
塩,"['塩', 'を', '入れ', 'add salt']",add salt
を,"['塩', 'を', '入れ', 'add salt']",add salt
入れ,"['ちょっと', '塩', '入れ', 'て', '。', 'Add some salt.']",Add some salt.
て,"['入れ', 'て', 'let me in']",let me in
ハワイ,"['ハワイ', 'は', '目', 'hawaii is the eye']",hawaii is the eye
は,"['ハワイ', 'は', '目', 'hawaii is the eye']",hawaii is the eye
四,"['四', '目', 'four eyes']",four eyes
回,"['回', '目', 'the first time']",the first time
目,"['ハワイ', '四', '回', '目', 'です', '。', 'This is my fourth time in Hawaii.']",This is my fourth time in Hawaii.
です,"['目', 'です', ""it's the eyes""]",it's the eyes
パーティー,"['パーティー', 'が', 'ある', '買い', 'buy with party']",buy with party
が,"['パーティー', 'が', 'ある', '買い', 'buy with party']",buy with party
ある,"['パーティー', 'ある', 'の', '、', '買い', ""there's a party, buy""]","there's a party, buy"
の,"['ある', 'の', 'で', '買い', 'buy because there is']",buy because there is
で,"['ある', 'の', 'で', '買い', 'buy because there is']",buy because there is
ワイン,"['ワイン', 'を', '買い', 'buy wine']",buy wine
を,"['ワイン', 'を', '買い', 'buy wine']",buy wine
四,"['四', '本', '買い', 'buy four']",buy four
本,"['四', '本', '買い', 'buy four']",buy four
買い,"['ある', 'ワイン', '本', '買い', 'まし', 'た', '。', 'I bought a wine book.']",I bought a wine book.
まし,"['買い', 'まし', 'bought']",bought
た,"['買い', 'た', 'bought']",bought
これ,"['これ', 'から', 'は', '付け', 'from now on']",from now on
から,"['これ', 'から', '付け', 'from now on']",from now on
は,"['これ', 'は', '付け', 'this is attached']",this is attached
もっと,"['もっと', '気', '付け', 'more care']",more care
気,"['もっと', '気', 'を', '付け', 'be more careful']",be more careful
を,"['気', 'を', '付け', 'be careful']",be careful
付け,"['これ', '気', '付け', 'ます', '。', 'Notice this.']",Notice this.
ます,"['付け', 'ます', 'Is included']",Is included
私,"['私', 'は', '行き', 'i go']",i go
は,"['私', 'は', '行き', 'i go']",i go
これ,"['これ', 'から', '行き', 'going from now on']",going from now on
から,"['これ', 'から', '行き', 'going from now on']",going from now on
お,"['お', 'さん', '行き', 'For Osan']",For Osan
医者,"['医者', 'さん', '行き', 'go to the doctor']",go to the doctor
さん,"['お', '医者', 'さん', 'に', '行き', 'go to the doctor']",go to the doctor
に,"['さん', 'に', '行き', 'go to Mr.']",go to Mr.
行き,"['私', 'これ', 'さん', '行き', 'ます', '。', ""I'm going.""]",I'm going.
ます,"['行き', 'ます', 'to go']",to go
よく,"['よく', '考え', 'think carefully']",think carefully
考え,"['よく', '考え', 'て', '。', 'Think about it.']",Think about it.
て,"['考え', 'て', 'ください', 'please think']",please think
ください,"['考え', 'て', 'ください', 'please think']",please think
今,"['今', '、', '考え', 'now think']",now think
何,"['何', 'を', '考え', 'what do you think']",what do you think
を,"['何', 'を', '考え', 'what do you think']",what do you think
考え,"['今', '何', '考え', 'て', 'た', 'ん', 'か', '。', 'what are you thinking now']",what are you thinking now
て,"['考え', 'て', 'い', 'thinking']",thinking
い,"['考え', 'て', 'い', 'thinking']",thinking
た,"['考え', 'た', 'Thought']",Thought
ん,"['考え', 'ん', 'です', ""I'm thinking""]",I'm thinking
です,"['考え', 'ん', 'です', ""I'm thinking""]",I'm thinking
か,"['考え', 'か', 'do you think']",do you think
今,"['今', '、', '戻り', 'now go back']",now go back
会社,"['会社', 'に', '戻り', 'back to work']",back to work
に,"['会社', 'に', '戻り', 'back to work']",back to work
戻り,"['今', '会社', '戻り', 'ます', '。', ""I'm going back to the company now.""]",I'm going back to the company now.
ます,"['戻り', 'ます', 'i will be back']",i will be back
彼,"['彼', 'は', '戻っ', 'he returned']",he returned
は,"['彼', 'は', '戻っ', 'he returned']",he returned
一人,"['一人', 'で', '戻っ', 'go back alone']",go back alone
で,"['一人', 'で', '戻っ', 'go back alone']",go back alone
ホテル,"['ホテル', 'に', '戻っ', 'back to hotel']",back to hotel
に,"['ホテル', 'に', '戻っ', 'back to hotel']",back to hotel
戻っ,"['彼', '一人', 'ホテル', '戻っ', 'た', '。', 'He returned to the hotel alone.']",He returned to the hotel alone.
た,"['戻っ', 'た', 'returned']",returned
旅行,"['旅行', 'の', '日程', '変え', 'travel date change']",travel date change
の,"['旅行', 'の', '日程', '変え', 'travel date change']",travel date change
日程,"['旅行', '日程', 'を', '変え', 'change travel dates']",change travel dates
を,"['日程', 'を', '変え', 'change the schedule']",change the schedule
変え,"['日程', '変え', 'まし', 'た', '。', 'I changed my schedule.']",I changed my schedule.
まし,"['変え', 'まし', 'changed']",changed
